LINEA,VCESTIL,PARES,FAMPESP,FAMMONT,DEPTO,FUNCION,TIEMPO,PERSONAS,META
ANDSABRINA,783,0,1,2,CORTE,A-PESPUNTADOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE,A-PRELIMINAR,0,0,100
ANDSABRINA,783,0,1,2,CORTE,APOMAZAR,0,0,100
ANDSABRINA,783,0,1,2,CORTE,B-PESPUNTADOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE,B-PRELIMINAR,0,0,100
ANDSABRINA,783,0,1,2,CORTE,C-PESPUNTADOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE,C-PRELIMINAR,0,0,100
ANDSABRINA,783,0,1,2,CORTE,CA-COR,0,0,100
ANDSABRINA,783,0,1,2,CORTE,CA-DOB,0,0,100
ANDSABRINA,783,0,1,2,CORTE,CA-MON,0,0,100
ANDSABRINA,783,0,1,2,CORTE,CA-PEG,0,0,100
ANDSABRINA,783,0,1,2,CORTE,CA-PESA,0,0,100
ANDSABRINA,783,0,1,2,CORTE,CA-PESB,0,0,100
ANDSABRINA,783,0,1,2,CORTE,CA-PESC,0,0,100
ANDSABRINA,783,0,1,2,CORTE,CA-PREA,0,0,100
ANDSABRINA,783,0,1,2,CORTE,CA-PREB,0,0,100
ANDSABRINA,783,0,1,2,CORTE,CA-PREC,0,0,100
ANDSABRINA,783,0,1,2,CORTE,CA-REB,0,0,100
ANDSABRINA,783,0,1,2,CORTE,CARDADOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE,CENTRADOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE,COMODIN CORTE,0,0,100
ANDSABRINA,783,0,1,2,CORTE,COMODIN MONTADO,0,0,100
ANDSABRINA,783,0,1,2,CORTE,COMODIN PESPUNT,0,0,100
ANDSABRINA,783,0,1,2,CORTE,COMODIN PREACAB,0,0,100
ANDSABRINA,783,0,1,2,CORTE,CONFORMAR,0,0,100
ANDSABRINA,783,0,1,2,CORTE,CORTADOR FLASH,0,0,100
ANDSABRINA,783,0,1,2,CORTE,CORTADOR FORRO,0,0,100
ANDSABRINA,783,0,1,2,CORTE,CORTADOR LASER,0,0,100
ANDSABRINA,783,0,1,2,CORTE,CORTADOR PIEL,18,0.5,100
ANDSABRINA,783,0,1,2,CORTE,DESVIRAR,0,0,100
ANDSABRINA,783,0,1,2,CORTE,DISTRIBUIDOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE,DOBLILLADOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE,DOMAR,0,0,100
ANDSABRINA,783,0,1,2,CORTE,EMB-AVIO,0,0,100
ANDSABRINA,783,0,1,2,CORTE,EMBARRADOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE,EMPACADOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE,ENCERQUILLADOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE,ENTACONADOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE,FORRAR,0,0,100
ANDSABRINA,783,0,1,2,CORTE,MONTADOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE,PEG-AVIO,0,0,100
ANDSABRINA,783,0,1,2,CORTE,PEGADOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE,PREACABADOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE,PRECONFORMADOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE,PRECONFORMAR,0,0,100
ANDSABRINA,783,0,1,2,CORTE,REBAJADOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE,RECORTADOR AVIO,0,0,100
ANDSABRINA,783,0,1,2,CORTE,RECORTADOR AVIO,0,0,100
ANDSABRINA,783,0,1,2,CORTE,RESACAR PLANTAS,0,0,100
ANDSABRINA,783,0,1,2,CORTE,RESACAR PLANTAS,0,0,100
ANDSABRINA,783,0,1,2,CORTE,RIBETEAR,0,0,100
ANDSABRINA,783,0,1,2,CORTE,RIBETEAR,0,0,100
ANDSABRINA,783,0,1,2,CORTE,SUAJADOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,A-PESPUNTADOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,A-PRELIMINAR,85,2.37,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,APOMAZAR,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,B-PESPUNTADOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,B-PRELIMINAR,17,0.47,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,C-PESPUNTADOR,69,1.92,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,C-PRELIMINAR,109,3.02,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,CA-COR,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,CA-DOB,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,CA-MON,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,CA-PEG,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,CA-PESA,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,CA-PESB,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,CA-PESC,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,CA-PREA,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,CA-PREB,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,CA-PREC,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,CA-REB,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,CARDADOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,CENTRADOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,COMODIN CORTE,36,1,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,COMODIN MONTADO,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,COMODIN PESPUNT,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,COMODIN PREACAB,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,CONFORMAR,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,CORTADOR FLASH,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,CORTADOR FORRO,34,0.94,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,CORTADOR LASER,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,CORTADOR PIEL,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,DESVIRAR,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,DISTRIBUIDOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,DOBLILLADOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,DOMAR,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,EMB-AVIO,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,EMBARRADOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,EMPACADOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,ENCERQUILLADOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,ENTACONADOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,FORRAR,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,MONTADOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,PEG-AVIO,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,PEGADOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,PREACABADOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,PRECONFORMADOR,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,PRECONFORMAR,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,REBAJADOR,36,1,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,RECORTADOR AVIO,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,RECORTADOR AVIO,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,RESACAR PLANTAS,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,RESACAR PLANTAS,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,RIBETEAR,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,RIBETEAR,0,0,100
ANDSABRINA,783,0,1,2,CORTE Y PREPARA,SUAJADOR,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,A-PESPUNTADOR,72,2,100
ANDSABRINA,783,0,1,2,FAMILIA,A-PRELIMINAR,132,3.67,100
ANDSABRINA,783,0,1,2,FAMILIA,APOMAZAR,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,B-PESPUNTADOR,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,B-PRELIMINAR,67,1.86,100
ANDSABRINA,783,0,1,2,FAMILIA,C-PESPUNTADOR,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,C-PRELIMINAR,168,4.66,100
ANDSABRINA,783,0,1,2,FAMILIA,CA-COR,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,CA-DOB,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,CA-MON,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,CA-PEG,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,CA-PESA,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,CA-PESB,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,CA-PESC,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,CA-PREA,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,CA-PREB,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,CA-PREC,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,CA-REB,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,CARDADOR,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,CENTRADOR,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,COMODIN CORTE,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,COMODIN MONTADO,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,COMODIN PESPUNT,36,1,100
ANDSABRINA,783,0,1,2,FAMILIA,COMODIN PREACAB,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,CONFORMAR,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,CORTADOR FLASH,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,CORTADOR FORRO,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,CORTADOR LASER,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,CORTADOR PIEL,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,DESVIRAR,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,DISTRIBUIDOR,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,DOBLILLADOR,36,1,100
ANDSABRINA,783,0,1,2,FAMILIA,DOMAR,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,EMB-AVIO,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,EMBARRADOR,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,EMPACADOR,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,ENCERQUILLADOR,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,ENTACONADOR,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,FORRAR,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,MONTADOR,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,PEG-AVIO,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,PEGADOR,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,PREACABADOR,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,PRECONFORMADOR,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,PRECONFORMAR,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,REBAJADOR,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,RECORTADOR AVIO,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,RECORTADOR AVIO,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,RESACAR PLANTAS,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,RESACAR PLANTAS,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,RIBETEAR,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,RIBETEAR,0,0,100
ANDSABRINA,783,0,1,2,FAMILIA,SUAJADOR,0,0,100
DSQ 100,1525,0,6,1,ARMADO,A-PESPUNTADOR,42,1.16,100
DSQ 100,1525,0,6,1,ARMADO,A-PRELIMINAR,335,9.36,100
DSQ 100,1525,0,6,1,ARMADO,APOMAZAR,0,0,100
DSQ 100,1525,0,6,1,ARMADO,B-PESPUNTADOR,294,8.19,100
DSQ 100,1525,0,6,1,ARMADO,B-PRELIMINAR,269,7.48,100
DSQ 100,1525,0,6,1,ARMADO,C-PESPUNTADOR,67,1.86,100
DSQ 100,1525,0,6,1,ARMADO,C-PRELIMINAR,404,11.24,100
DSQ 100,1525,0,6,1,ARMADO,CA-COR,0,0,100
DSQ 100,1525,0,6,1,ARMADO,CA-DOB,0,0,100
DSQ 100,1525,0,6,1,ARMADO,CA-MON,0,0,100
DSQ 100,1525,0,6,1,ARMADO,CA-PEG,0,0,100
DSQ 100,1525,0,6,1,ARMADO,CA-PESA,0,0,100
DSQ 100,1525,0,6,1,ARMADO,CA-PESB,0,0,100
DSQ 100,1525,0,6,1,ARMADO,CA-PESC,0,0,100
DSQ 100,1525,0,6,1,ARMADO,CA-PREA,0,0,100
DSQ 100,1525,0,6,1,ARMADO,CA-PREB,0,0,100
DSQ 100,1525,0,6,1,ARMADO,CA-PREC,0,0,100
DSQ 100,1525,0,6,1,ARMADO,CA-REB,0,0,100
DSQ 100,1525,0,6,1,ARMADO,CARDADOR,0,0,100
DSQ 100,1525,0,6,1,ARMADO,CENTRADOR,0,0,100
DSQ 100,1525,0,6,1,ARMADO,COMODIN CORTE,0,0,100
DSQ 100,1525,0,6,1,ARMADO,COMODIN MONTADO,0,0,100
DSQ 100,1525,0,6,1,ARMADO,COMODIN PESPUNT,36,1,100
DSQ 100,1525,0,6,1,ARMADO,COMODIN PREACAB,0,0,100
DSQ 100,1525,0,6,1,ARMADO,CONFORMAR,0,0,100
DSQ 100,1525,0,6,1,ARMADO,CORTADOR FLASH,0,0,100
DSQ 100,1525,0,6,1,ARMADO,CORTADOR FORRO,0,0,100
DSQ 100,1525,0,6,1,ARMADO,CORTADOR LASER,0,0,100
DSQ 100,1525,0,6,1,ARMADO,CORTADOR PIEL,0,0,100
DSQ 100,1525,0,6,1,ARMADO,DESVIRAR,0,0,100
DSQ 100,1525,0,6,1,ARMADO,DISTRIBUIDOR,0,0,100
DSQ 100,1525,0,6,1,ARMADO,DOBLILLADOR,0,0,100
DSQ 100,1525,0,6,1,ARMADO,DOMAR,0,0,100
DSQ 100,1525,0,6,1,ARMADO,EMB-AVIO,0,0,100
DSQ 100,1525,0,6,1,ARMADO,EMBARRADOR,0,0,100
DSQ 100,1525,0,6,1,ARMADO,EMPACADOR,0,0,100
DSQ 100,1525,0,6,1,ARMADO,ENCERQUILLADOR,0,0,100
DSQ 100,1525,0,6,1,ARMADO,ENTACONADOR,0,0,100
DSQ 100,1525,0,6,1,ARMADO,FORRAR,0,0,100
DSQ 100,1525,0,6,1,ARMADO,MONTADOR,0,0,100
DSQ 100,1525,0,6,1,ARMADO,PEG-AVIO,0,0,100
DSQ 100,1525,0,6,1,ARMADO,PEGADOR,0,0,100
DSQ 100,1525,0,6,1,ARMADO,PREACABADOR,0,0,100
DSQ 100,1525,0,6,1,ARMADO,PRECONFORMADOR,0,0,100
DSQ 100,1525,0,6,1,ARMADO,PRECONFORMAR,0,0,100
DSQ 100,1525,0,6,1,ARMADO,REBAJADOR,0,0,100
DSQ 100,1525,0,6,1,ARMADO,RECORTADOR AVIO,0,0,100
DSQ 100,1525,0,6,1,ARMADO,RECORTADOR AVIO,0,0,100
DSQ 100,1525,0,6,1,ARMADO,RESACAR PLANTAS,0,0,100
DSQ 100,1525,0,6,1,ARMADO,RESACAR PLANTAS,0,0,100
DSQ 100,1525,0,6,1,ARMADO,RIBETEAR,0,0,100
DSQ 100,1525,0,6,1,ARMADO,RIBETEAR,0,0,100
DSQ 100,1525,0,6,1,ARMADO,SUAJADOR,0,0,100
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,A-PESPUNTADOR,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,A-PRELIMINAR,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,APOMAZAR,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,B-PESPUNTADOR,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,B-PRELIMINAR,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,C-PESPUNTADOR,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,C-PRELIMINAR,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,CA-COR,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,CA-DOB,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,CA-MON,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,CA-PEG,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,CA-PESA,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,CA-PESB,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,CA-PESC,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,CA-PREA,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,CA-PREB,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,CA-PREC,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,CA-REB,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,CARDADOR,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,CENTRADOR,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,COMODIN CORTE,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,COMODIN MONTADO,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,COMODIN PESPUNT,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,COMODIN PREACAB,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,CONFORMAR,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,CORTADOR FLASH,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,CORTADOR FORRO,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,CORTADOR LASER,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,CORTADOR PIEL,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,DESVIRAR,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,DISTRIBUIDOR,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,DOBLILLADOR,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,DOMAR,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,EMB-AVIO,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,EMBARRADOR,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,EMPACADOR,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,ENCERQUILLADOR,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,ENTACONADOR,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,FORRAR,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,MONTADOR,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,PEG-AVIO,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,PEGADOR,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,PREACABADOR,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,PRECONFORMADOR,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,PRECONFORMAR,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,REBAJADOR,10,1.12,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,RECORTADOR AVIO,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,RECORTADOR AVIO,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,RESACAR PLANTAS,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,RESACAR PLANTAS,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,RIBETEAR,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,RIBETEAR,0,0,400
DSQ 100,1525,0,6,1,CONTRAFUE-CASCO,SUAJADOR,6,0.66,400
DSQ 100,1525,0,6,1,CORTE,A-PESPUNTADOR,0,0,100
DSQ 100,1525,0,6,1,CORTE,A-PRELIMINAR,0,0,100
DSQ 100,1525,0,6,1,CORTE,APOMAZAR,0,0,100
DSQ 100,1525,0,6,1,CORTE,B-PESPUNTADOR,0,0,100
DSQ 100,1525,0,6,1,CORTE,B-PRELIMINAR,0,0,100
DSQ 100,1525,0,6,1,CORTE,C-PESPUNTADOR,0,0,100
DSQ 100,1525,0,6,1,CORTE,C-PRELIMINAR,36,1,100
DSQ 100,1525,0,6,1,CORTE,CA-COR,0,0,100
DSQ 100,1525,0,6,1,CORTE,CA-DOB,0,0,100
DSQ 100,1525,0,6,1,CORTE,CA-MON,0,0,100
DSQ 100,1525,0,6,1,CORTE,CA-PEG,0,0,100
DSQ 100,1525,0,6,1,CORTE,CA-PESA,0,0,100
DSQ 100,1525,0,6,1,CORTE,CA-PESB,0,0,100
DSQ 100,1525,0,6,1,CORTE,CA-PESC,0,0,100
DSQ 100,1525,0,6,1,CORTE,CA-PREA,0,0,100
DSQ 100,1525,0,6,1,CORTE,CA-PREB,0,0,100
DSQ 100,1525,0,6,1,CORTE,CA-PREC,0,0,100
DSQ 100,1525,0,6,1,CORTE,CA-REB,0,0,100
DSQ 100,1525,0,6,1,CORTE,CARDADOR,0,0,100
DSQ 100,1525,0,6,1,CORTE,CENTRADOR,0,0,100
DSQ 100,1525,0,6,1,CORTE,COMODIN CORTE,0,0,100
DSQ 100,1525,0,6,1,CORTE,COMODIN MONTADO,0,0,100
DSQ 100,1525,0,6,1,CORTE,COMODIN PESPUNT,0,0,100
DSQ 100,1525,0,6,1,CORTE,COMODIN PREACAB,0,0,100
DSQ 100,1525,0,6,1,CORTE,CONFORMAR,0,0,100
DSQ 100,1525,0,6,1,CORTE,CORTADOR FLASH,0,0,100
DSQ 100,1525,0,6,1,CORTE,CORTADOR FORRO,0,0,100
DSQ 100,1525,0,6,1,CORTE,CORTADOR LASER,0,0,100
DSQ 100,1525,0,6,1,CORTE,CORTADOR PIEL,94,2.61,100
DSQ 100,1525,0,6,1,CORTE,DESVIRAR,0,0,100
DSQ 100,1525,0,6,1,CORTE,DISTRIBUIDOR,0,0,100
DSQ 100,1525,0,6,1,CORTE,DOBLILLADOR,0,0,100
DSQ 100,1525,0,6,1,CORTE,DOMAR,0,0,100
DSQ 100,1525,0,6,1,CORTE,EMB-AVIO,0,0,100
DSQ 100,1525,0,6,1,CORTE,EMBARRADOR,0,0,100
DSQ 100,1525,0,6,1,CORTE,EMPACADOR,0,0,100
DSQ 100,1525,0,6,1,CORTE,ENCERQUILLADOR,0,0,100
DSQ 100,1525,0,6,1,CORTE,ENTACONADOR,0,0,100
DSQ 100,1525,0,6,1,CORTE,FORRAR,0,0,100
DSQ 100,1525,0,6,1,CORTE,MONTADOR,0,0,100
DSQ 100,1525,0,6,1,CORTE,PEG-AVIO,0,0,100
DSQ 100,1525,0,6,1,CORTE,PEGADOR,0,0,100
DSQ 100,1525,0,6,1,CORTE,PREACABADOR,0,0,100
DSQ 100,1525,0,6,1,CORTE,PRECONFORMADOR,0,0,100
DSQ 100,1525,0,6,1,CORTE,PRECONFORMAR,0,0,100
DSQ 100,1525,0,6,1,CORTE,REBAJADOR,0,0,100
DSQ 100,1525,0,6,1,CORTE,RECORTADOR AVIO,0,0,100
DSQ 100,1525,0,6,1,CORTE,RECORTADOR AVIO,0,0,100
DSQ 100,1525,0,6,1,CORTE,RESACAR PLANTAS,0,0,100
DSQ 100,1525,0,6,1,CORTE,RESACAR PLANTAS,0,0,100
DSQ 100,1525,0,6,1,CORTE,RIBETEAR,0,0,100
DSQ 100,1525,0,6,1,CORTE,RIBETEAR,0,0,100
DSQ 100,1525,0,6,1,CORTE,SUAJADOR,0,0,100
DSQ 100,1525,0,6,1,CORTE Y PREPARA,A-PESPUNTADOR,0,0,100
DSQ 100,1525,0,6,1,CORTE Y PREPARA,A-PRELIMINAR,75,2.09,100
DSQ 100,1525,0,6,1,CORTE Y PREPARA,APOMAZAR,0,0,100
DSQ 100,1525,0,6,1,CORTE Y PREPARA,B-PESPUNTADOR,0,0,100
DSQ 100,1525,0,6,1,CORTE Y PREPARA,B-PRELIMINAR,119,3.31,100
DSQ 100,1525,0,6,1,CORTE Y PREPARA,C-PESPUNTADOR,46,1.28,100
DSQ 100,1525,0,6,1,CORTE Y PREPARA,C-PRELIMINAR,38,1.05,100
DSQ 100,1525,0,6,1,CORTE Y PREPARA,CA-COR,0,0,100
DSQ 100,1525,0,6,1,CORTE Y PREPARA,CA-DOB,0,0,100
DSQ 100,1525,0,6,1,CORTE Y PREPARA,CA-MON,0,0,100
DSQ 100,1525,0,6,1,CORTE Y PREPARA,CA-PEG,0,0,100
DSQ 100,1525,0,6,1,CORTE Y PREPARA,CA-PESA,0,0,100
DSQ 100,1525,0,6,1,CORTE Y PREPARA,CA-PESB,0,0,100
DSQ 100,1525,0,6,1,CORTE Y PREPARA,CA-PESC,0,0,100
DSQ 100,1525,0,6,1,CORTE Y PREPARA,CA-PREA,0,0,100
DSQ 100,1525,0,6,1,CORTE Y PREPARA,CA-PREB,0,0,100
DSQ 100,1525,0,6,1,CORTE Y PREPARA,CA-PREC,0,0,100
DSQ 100,1525,0,6,1,CORTE Y PREPARA,CA-REB,0,0,100
DSQ 100,1525,0,6,1,CORTE Y PREPARA,CARDADOR,0,0,100
DSQ 100,1525,0,6,1,CORTE Y PREPARA,CENTRADOR,0,0,100
DSQ 100,1525,0,6,1,CORTE Y PREPARA,COMODIN CORTE,36,1,100
DSQ 100,1525,0,6,1,CORTE Y PREPARA,COMODIN MONTADO,0,0,100
DSQ 100,1525,0,6,1,CORTE Y PREPARA,COMODIN PESPUNT,0,0,100
DSQ 100,1525,0,6,1,CORTE Y PREPARA,COMODIN PREACAB,0,0,100
DSQ 100,1525,0,6,1,CORTE Y PREPARA,CONFORMAR,0,0,100
DSQ 100,1525,0,6,1,CORTE Y PREPARA,CORTADOR FLASH,0,0,100
DSQ 100,1525,0,6,1,CORTE Y PREPARA,CORTADOR FORRO,33,0.91,100
DSQ 100,1525,0,6,1,CORTE Y PREPARA,CORTADOR LASER,0,0,100
DSQ 100,1525,0,6,1,CORTE Y PREPARA,CORTADOR PIEL,0,0,100
